name	dist	support	dup_percent	dup_sp	evoltype	lineage	named_lineage	rank	sci_name	taxid
N4662	0.04214				S	1|2|178|179|180|181|4473	root|d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_D	genus	g__Methanobacterium_D	g__Methanobacterium_D
GB_GCA_016222945.1	0.09529					1|2|178|179|180|181|4473|10744|10745	root|d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_D|s__Methanobacterium_D sp016222945|GB_GCA_016222945.1	subspecies	s__Methanobacterium_D sp016222945	GB_GCA_016222945.1
N4824	0.00955				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
N4839	0.00762				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
RS_GCF_000018365.1	0.01176					1|2|1786|1787|1788|1789|1790|1791|1792	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus onnurineus|RS_GCF_000018365.1	subspecies	s__Thermococcus onnurineus	RS_GCF_000018365.1
RS_GCF_012027395.1	0.00612					1|2|1786|1787|1788|1789|1790|8215|8216	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus sp012027395|RS_GCF_012027395.1	subspecies	s__Thermococcus sp012027395	RS_GCF_012027395.1
RS_GCF_001647085.1	0.01706					1|2|1786|1787|1788|1789|1790|11214|11215	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus piezophilus|RS_GCF_001647085.1	subspecies	s__Thermococcus piezophilus	RS_GCF_001647085.1
RS_GCF_012027555.1	0.00704					1|2|1786|1787|1788|1789|1790|7822|7823	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus sp012027555|RS_GCF_012027555.1	subspecies	s__Thermococcus sp012027555	RS_GCF_012027555.1
N4859	0.02088				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
N4864	0.01942				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
N4872	0.01842				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
N4875	0.03106				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
N4879	0.00602				S	1|2|1786|1787|1788|1789|1790	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	genus	g__Thermococcus	g__Thermococcus
RS_GCF_017873335.1	0.02082					1|2|1786|1787|1788|1789|1790|6777|6778	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus stetteri|RS_GCF_017873335.1	subspecies	s__Thermococcus stetteri	RS_GCF_017873335.1
N4889	0.00499				S	1|2|1786|1787|1788|1789|3371	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus	genus	g__Pyrococcus	g__Pyrococcus
RS_GCF_002214605.1	0.01324					1|2|1786|1787|1788|1789|3371|4997|4998	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus chitonophagus|RS_GCF_002214605.1	subspecies	s__Pyrococcus chitonophagus	RS_GCF_002214605.1
RS_GCF_000195935.2	0.03301					1|2|1786|1787|1788|1789|3371|11123|11124	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus abyssi|RS_GCF_000195935.2	subspecies	s__Pyrococcus abyssi	RS_GCF_000195935.2
RS_GCF_000211475.1	0.04683					1|2|1786|1787|1788|1789|3371|7327|7328	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus sp000211475|RS_GCF_000211475.1	subspecies	s__Pyrococcus sp000211475	RS_GCF_000211475.1
N5027	0.08333				S	1|2|995|996|2081|2082	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae	family	f__Bilamarchaeaceae	f__Bilamarchaeaceae
GB_GCA_016935455.1	0.57411					1|2|995|996|2081|2082|8616|8617|8618	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae|g__JAFGQX01|s__JAFGQX01 sp016935455|GB_GCA_016935455.1	subspecies	s__JAFGQX01 sp016935455	GB_GCA_016935455.1
N5036	0.1093				S	1|2|995|996|2081|2082|2083	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae|g__CAIKOA01	genus	g__CAIKOA01	g__CAIKOA01
GB_GCA_903828955.1	0.27171					1|2|995|996|2081|2082|2083|2084|2088	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae|g__CAIKOA01|s__CAIKOA01 sp903828955|GB_GCA_903828955.1	subspecies	s__CAIKOA01 sp903828955	GB_GCA_903828955.1
GB_GCA_013425455.1	0.04074					1|2|995|996|2081|2082|7089|7985|7986	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae|g__CAIXOA01|s__CAIXOA01 sp013425455|GB_GCA_013425455.1	subspecies	s__CAIXOA01 sp013425455	GB_GCA_013425455.1
GB_GCA_903920925.1	0.03278					1|2|995|996|2081|2082|7089|7090|7091	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__Bilamarchaeaceae|g__CAIXOA01|s__CAIXOA01 sp903920925|GB_GCA_903920925.1	subspecies	s__CAIXOA01 sp903920925	GB_GCA_903920925.1
N5048	0.5433				S	1|2|995|996|2081|6066|6067	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__J096|g__JAADEL01	genus	g__JAADEL01	g__JAADEL01
N5051	0.21345				S	1|2|995|996|2081|6066|9517	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Anstonellales|f__J096|g__J096	genus	g__J096	g__J096
GB_GCA_016188965.1	0.09703					1|2|995|996|1504|5582|5583|9222|9223	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Norongarragalinales|f__JACPGT01|g__JACPGT01|s__JACPGT01 sp016188965|GB_GCA_016188965.1	subspecies	s__JACPGT01 sp016188965	GB_GCA_016188965.1
GB_GCA_016212375.1	0.1171					1|2|995|996|1504|5582|5583|7574|7575	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Norongarragalinales|f__JACPGT01|g__JACPGT01|s__JACPGT01 sp016212375|GB_GCA_016212375.1	subspecies	s__JACPGT01 sp016212375	GB_GCA_016212375.1
N5204	0.04283				S	1|2|2124|2125|2274|4504	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__Iainarchaeaceae	family	f__Iainarchaeaceae	f__Iainarchaeaceae
N5207	0.0458				S	1|2|2124|2125|2274|4504	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__Iainarchaeaceae	family	f__Iainarchaeaceae	f__Iainarchaeaceae
GB_GCA_016218635.1	0.50187					1|2|2124|2125|2274|8938|11231|11232|11233	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAFGBZ01|g__JACRDJ01|s__JACRDJ01 sp016218635|GB_GCA_016218635.1	subspecies	s__JACRDJ01 sp016218635	GB_GCA_016218635.1
GB_GCA_016932875.1	0.37951					1|2|2124|2125|2274|8938|8939|8940|8941	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAFGBZ01|g__JAFGBZ01|s__JAFGBZ01 sp016932875|GB_GCA_016932875.1	subspecies	s__JAFGBZ01 sp016932875	GB_GCA_016932875.1
N5215	0.09046				S	1|2|2124|2125|2274|3429	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GW2011-AR10	family	f__GW2011-AR10	f__GW2011-AR10
GB_GCA_000830275.1	0.31782					1|2|2124|2125|2274|3429|3430|3431|3433	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GW2011-AR10|g__GW2011-AR10|s__GW2011-AR10 sp000830275|GB_GCA_000830275.1	subspecies	s__GW2011-AR10 sp000830275	GB_GCA_000830275.1
N5247	0.11433				S	1|2|2124|2125|2274|5648|6100	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GCA-2688035|g__JAFCCL01	genus	g__JAFCCL01	g__JAFCCL01
GB_GCA_017610265.1	0.18725					1|2|2124|2125|2274|5648|6100|6101|6102	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GCA-2688035|g__JAFCCL01|s__JAFCCL01 sp017610265|GB_GCA_017610265.1	subspecies	s__JAFCCL01 sp017610265	GB_GCA_017610265.1
GB_GCA_017609945.1	0.19451					1|2|2124|2125|2274|5648|7298|8540|8541	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GCA-2688035|g__JAFCCZ01|s__JAFCCZ01 sp017609945|GB_GCA_017609945.1	subspecies	s__JAFCCZ01 sp017609945	GB_GCA_017609945.1
GB_GCA_017610175.1	0.21826					1|2|2124|2125|2274|5648|7298|7299|7300	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__GCA-2688035|g__JAFCCZ01|s__JAFCCZ01 sp017610175|GB_GCA_017610175.1	subspecies	s__JAFCCZ01 sp017610175	GB_GCA_017610175.1
N5459	0.03355				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5474	0.02794				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5530	0.07127				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5541	0.02967				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5564	0.06905				S	1|2|621|622|1147|1873	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__DSVV01	family	f__DSVV01	f__DSVV01
N5567	0.14065				S	1|2|621|622|1147|8556	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__JACRKL01	family	f__JACRKL01	f__JACRKL01
N5579	0.02966				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5586	0.05705				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5676	0.08822				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5701	0.04791				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
GB_GCA_003695265.1	0.40503					1|2|621|622|1147|11172|11173|11174|11175	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__J072|g__J072|s__J072 sp003695265|GB_GCA_003695265.1	subspecies	s__J072 sp003695265	GB_GCA_003695265.1
GB_GCA_016784165.1	0.49361					1|2|621|622|1147|5890|5891|5892|5893	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__BS150m-G63|g__BS150m-G63|s__BS150m-G63 sp016784165|GB_GCA_016784165.1	subspecies	s__BS150m-G63 sp016784165	GB_GCA_016784165.1
N5741	0.03543				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5750	0.07141				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5754	0.09698				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5757	0.06316				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5800	0.07528				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N5805	0.45889				S	1|2|621|622|1147|6364	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__B29-G15	family	f__B29-G15	f__B29-G15
N5809	0.21999				S	1|2|621|622|1147|6103	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__UBA119	family	f__UBA119	f__UBA119
N5812	0.08914				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
GB_GCA_017608295.1	0.29625					1|2|621|622|1147|8483|9348|9349|9350	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__JAGVZT01|g__JAFCGF01|s__JAFCGF01 sp017608295|GB_GCA_017608295.1	subspecies	s__JAFCGF01 sp017608295	GB_GCA_017608295.1
GB_GCA_018302335.1	0.37568					1|2|621|622|1147|8483|8484|8485|8486	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__JAGVZT01|g__JAGVZT01|s__JAGVZT01 sp018302335|GB_GCA_018302335.1	subspecies	s__JAGVZT01 sp018302335	GB_GCA_018302335.1
N5831	0.08696				S	1|2|621|622|1147|2334|2335	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__CG1-02-33-12|g__CG1-02-33-12	genus	g__CG1-02-33-12	g__CG1-02-33-12
GB_GCA_018399355.1	0.22185					1|2|621|622|1147|2334|9328|9329|9330	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__CG1-02-33-12|g__M55A3|s__M55A3 sp018399355|GB_GCA_018399355.1	subspecies	s__M55A3 sp018399355	GB_GCA_018399355.1
N5900	0.02768				S	1|2|621|622|1147|1605	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__GW2011-AR9	family	f__GW2011-AR9	f__GW2011-AR9
N5907	0.07066				S	1|2|621|622|1147|1605	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__GW2011-AR9	family	f__GW2011-AR9	f__GW2011-AR9
N5915	0.08013				S	1|2|621|622|1147|1605	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__GW2011-AR9	family	f__GW2011-AR9	f__GW2011-AR9
GB_GCA_018696395.1	0.32513					1|2|621|622|1147|1605|1606|1607|1611	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales|f__GW2011-AR9|g__JABHQR01|s__JABHQR01 sp018696395|GB_GCA_018696395.1	subspecies	s__JABHQR01 sp018696395	GB_GCA_018696395.1
N5958	0.04449				S	1|2|621|622|623|1057	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR17	family	f__GW2011-AR17	f__GW2011-AR17
GB_GCA_018653605.1	0.41581					1|2|621|622|623|1057|4757|4758|4759	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR17|g__JABHYY01|s__JABHYY01 sp018653605|GB_GCA_018653605.1	subspecies	s__JABHYY01 sp018653605	GB_GCA_018653605.1
N5965	0.13402				S	1|2|621|622|623|1057	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR17	family	f__GW2011-AR17	f__GW2011-AR17
GB_GCA_003694495.1	0.45854					1|2|621|622|623|1057|11218|11219|11220	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR17|g__J104|s__J104 sp003694495|GB_GCA_003694495.1	subspecies	s__J104 sp003694495	GB_GCA_003694495.1
N5979	0.05086				S	1|2|621|622|623|5931	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__JACPNG01	family	f__JACPNG01	f__JACPNG01
GB_GCA_018303365.1	0.59641					1|2|621|622|623|5931|10779|10780|10781	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__JACPNG01|g__JAGVYI01|s__JAGVYI01 sp018303365|GB_GCA_018303365.1	subspecies	s__JAGVYI01 sp018303365	GB_GCA_018303365.1
N5984	0.18898				S	1|2|621|622|623|5931	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__JACPNG01	family	f__JACPNG01	f__JACPNG01
N5987	0.30543				S	1|2|621|622|623|5931	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__JACPNG01	family	f__JACPNG01	f__JACPNG01
N5999	0.22269				S	1|2|621|622|623|624|625	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__UBA489|g__JABIKK01	genus	g__JABIKK01	g__JABIKK01
N6002	0.12877				S	1|2|621|622|623|624|625	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__UBA489|g__JABIKK01	genus	g__JABIKK01	g__JABIKK01
N6006	0.27746				S	1|2|621|622|623|624|6084	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__UBA489|g__JACOVP01	genus	g__JACOVP01	g__JACOVP01
GB_GCA_002505585.1	0.39621					1|2|621|622|623|624|5037|5038|5039	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__UBA489|g__UBA489|s__UBA489 sp002505585|GB_GCA_002505585.1	subspecies	s__UBA489 sp002505585	GB_GCA_002505585.1
N6029	0.08923				S	1|2|621|622|623|2873	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR18	family	f__GW2011-AR18	f__GW2011-AR18
GB_GCA_016219825.1	0.51353					1|2|621|622|623|2873|9291|9292|9293	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR18|g__JACRKJ01|s__JACRKJ01 sp016219825|GB_GCA_016219825.1	subspecies	s__JACRKJ01 sp016219825	GB_GCA_016219825.1
N6048	0.15674				S	1|2|621|622|623|1917	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__PNOQ01	family	f__PNOQ01	f__PNOQ01
GB_GCA_018652625.1	0.41368					1|2|621|622|623|1917|3260|3261|3263	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__PNOQ01|g__JABIBT01|s__JABIBT01 sp018652625|GB_GCA_018652625.1	subspecies	s__JABIBT01 sp018652625	GB_GCA_018652625.1
GB_GCA_018652475.1	0.29212					1|2|621|622|623|1917|9665|9666|9667	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__PNOQ01|g__JABICB01|s__JABICB01 sp018652475|GB_GCA_018652475.1	subspecies	s__JABICB01 sp018652475	GB_GCA_018652475.1
GB_GCA_018671245.1	0.27094					1|2|621|622|623|1917|2595|2596|2600	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__PNOQ01|g__JABHIB01|s__JABHIB01 sp018671245|GB_GCA_018671245.1	subspecies	s__JABHIB01 sp018671245	GB_GCA_018671245.1
N6066	0.14691				S	1|2|621|622|623|4812|8504	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR20|g__JACQNJ01	genus	g__JACQNJ01	g__JACQNJ01
N6069	0.10547				S	1|2|621|622|623|4812|5670	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR20|g__JAGVZJ01	genus	g__JAGVZJ01	g__JAGVZJ01
GB_GCA_018302885.1	0.18108					1|2|621|622|623|4812|6324|11145|11146	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR20|g__JAGVZC01|s__JAGVZC01 sp018302885|GB_GCA_018302885.1	subspecies	s__JAGVZC01 sp018302885	GB_GCA_018302885.1
GB_GCA_018302915.1	0.20906					1|2|621|622|623|4812|6324|6325|6326	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GW2011-AR20|g__JAGVZC01|s__JAGVZC01 sp018302915|GB_GCA_018302915.1	subspecies	s__JAGVZC01 sp018302915	GB_GCA_018302915.1
N6093	0.07892				S	1|2|621|622|623|8077|9465	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__ARS1403|g__ARS1403	genus	g__ARS1403	g__ARS1403
GB_GCA_018302505.1	0.27584					1|2|621|622|623|8077|8078|8079|8080	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__ARS1403|g__JAGVZL01|s__JAGVZL01 sp018302505|GB_GCA_018302505.1	subspecies	s__JAGVZL01 sp018302505	GB_GCA_018302505.1
N6100	0.10704				S	1|2|621|622|623|7558|7559	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GCA-2688095|g__JACPIN01	genus	g__JACPIN01	g__JACPIN01
GB_GCA_016181275.1	0.2176					1|2|621|622|623|7558|9432|9433|9434	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17|f__GCA-2688095|g__JACOZQ01|s__JACOZQ01 sp016181275|GB_GCA_016181275.1	subspecies	s__JACOZQ01 sp016181275	GB_GCA_016181275.1
N6290	0.04676				S	1|2|621|622|1180|1181	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	family	f__GW2011-AR1	f__GW2011-AR1
N6305	0.06877				S	1|2|621|622|1180|1181	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	family	f__GW2011-AR1	f__GW2011-AR1
N6345	0.07218				S	1|2|621|622|1180|1181	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	family	f__GW2011-AR1	f__GW2011-AR1
N6364	0.05571				S	1|2|621|622|1180|1181	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	family	f__GW2011-AR1	f__GW2011-AR1
N6387	0.07373				S	1|2|621|622|1180|1181	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1	family	f__GW2011-AR1	f__GW2011-AR1
GB_GCA_902385655.1	0.46213					1|2|621|622|1180|1181|7304|7305|7306	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1|g__CABMGO01|s__CABMGO01 sp902385655|GB_GCA_902385655.1	subspecies	s__CABMGO01 sp902385655	GB_GCA_902385655.1
N6516	0.04343				S	1|2|959|960|961|6223|6262	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__CG10238-14|f__SCSR01|g__JACOWB01	genus	g__JACOWB01	g__JACOWB01
GB_GCA_016187415.1	0.23837					1|2|959|960|961|6223|6262|6263|6264	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__CG10238-14|f__SCSR01|g__JACOWB01|s__JACOWB01 sp016187415|GB_GCA_016187415.1	subspecies	s__JACOWB01 sp016187415	GB_GCA_016187415.1
GB_GCA_016181005.1	0.26299					1|2|959|960|961|6223|6224|6225|6226	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__CG10238-14|f__SCSR01|g__JACPAE01|s__JACPAE01 sp016181005|GB_GCA_016181005.1	subspecies	s__JACPAE01 sp016181005	GB_GCA_016181005.1
GB_GCA_016187385.1	0.2439					1|2|959|960|961|6223|6224|11361|11362	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__CG10238-14|f__SCSR01|g__JACPAE01|s__JACPAE01 sp016187385|GB_GCA_016187385.1	subspecies	s__JACPAE01 sp016187385	GB_GCA_016187385.1
GB_GCA_016198585.1	0.27639					1|2|959|960|3196|3549|7331|7514|7515	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__QMZP01|f__QMZP01|g__JACQOD01|s__JACQOD01 sp016198585|GB_GCA_016198585.1	subspecies	s__JACQOD01 sp016198585	GB_GCA_016198585.1
GB_GCA_016202725.1	0.34307					1|2|959|960|3196|3549|7331|7332|7333	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__QMZP01|f__QMZP01|g__JACQOD01|s__JACQOD01 sp016202725|GB_GCA_016202725.1	subspecies	s__JACQOD01 sp016202725	GB_GCA_016202725.1
N6679	0.16225				S	1|2|959|960|3860|3861|6235	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__GW2011-AR5|f__GW2011-AR5|g__GW2011-AR5	genus	g__GW2011-AR5	g__GW2011-AR5
GB_GCA_016191585.1	0.44337					1|2|959|960|3860|3861|6741|6742|6743	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__GW2011-AR5|f__GW2011-AR5|g__JACPVU01|s__JACPVU01 sp016191585|GB_GCA_016191585.1	subspecies	s__JACPVU01 sp016191585	GB_GCA_016191585.1
